idx_tratado;idx_bruto;endereco_tratado;endereco_bruto;endereco_tratado_normalizado;endereco_bruto_normalizado;sugestoes_top5_similares;similaridade;lat_tratado;long_tratado;lat_bruto;long_bruto;distancia_metros;cep_tratado;cep_bruto;cep_igual;setor_tratado;setor_bruto;setor_igual;pontuacao_total;nivel_confianca
23;11343;av lico maia 803 serraria;avenida  lico maia 803 serraria;avenida lico maia 803 serraria;avenida  lico maia 803 serraria;;100,0;-23.699036;-46.623000;-23.699077;-46.610001;1323,5370550379791;09981420;09981030;False;351380105000466;351380105000466;True;80,0;Alta
24;64219;avn presidente juscelino 759 piraporinha;avenida presidente juscelino 875 piraporinha;avenida presidente juscelino 759 piraporinha;avenida presidente juscelino 875 piraporinha;;97,72727272727273;-23.683010;-46.623000;-23.682986;-46.588410;3522,310841203993;09950810;09950370;False;351380105000995;351380105000760;False;29,31818181818182;Incerto
25;25087;avenida sinesio pereira 27 campanario;avenida  synesio pereira 27 campanario;avenida sinesio pereira 27 campanario;avenida  synesio pereira 27 campanario;;97,29729729729729;-23.663797;-46.624089;-23.663601;-46.624510;48,11612800188388;09931375;09931375;True;351380105000064;351380105000064;True;98,22686662915152;Alta
26;13421;avenida afranio peixoto 643 vila paulina;avenida  afranio peixoto 0 eldorado;avenida afranio peixoto 643 vila paulina;avenida  afranio peixoto 0 eldorado;"avenida  afranio peixoto 0 eldorado (81); avenida  afranio peixoto 0 eldorado (81); avenida  afranio peixoto 0 eldorado (81); avenida  afranio peixoto 27 eldorado (79); avenida  afranio peixoto 89 eldorado (79)";80,7017543859649;-23.729499;-46.623000;-23.732198;-46.620250;410,40252783784985;09971360;09971360;True;351380105000940;351380105000632;False;36,00247575903247;Media
27;151049;rua italia 290 jardim das nacoes;rua  italia 290 taboao;rua italia 290 jardim das nacoes;rua  italia 290 taboao;"rua  italia 290 taboao (80); avenida  das nacoes 290 canhema (71); avenida  das nacoes 290 canhema (71); avenida  das nacoes 90 canhema (69); avenida  das nacoes 90 canhema (69)";80,0;-23.673751;-46.609739;-23.673847;-46.609518;24,90009663485707;09941030;09941030;True;351380105000119;351380105000119;True;93,50199806730285;Alta
28;16347;rua graciosa s/n centro;rua  graciosa 0 centro;rua graciosa s/n centro;rua  graciosa 0 centro;;95,0;-23.688461;-46.624156;-23.689491;-46.624510;120,08457512573703;09910660;09910660;True;351380105000531;351380105000526;False;46,09830849748526;Media
29;131520;rua caramuru 1255 vl conceicao;rua  caramuru 1255 conceicao;rua caramuru 1255 vila conceicao;rua  caramuru 1255 conceicao;;100,0;-23.691191;-46.610021;-23.691294;-46.609601;44,22424179161061;09911510;09911510;True;351380105000350;351380105000350;True;99,11551516416779;Alta
30;87427;rua manoel da nobrega 605 vl conceicao;rua  manoel da nobrega 0 conceicao;rua manoel da nobrega 605 vila conceicao;rua  manoel da nobrega 0 conceicao;;96,875;-23.690327;-46.623089;-23.696836;-46.627956;877,1643069427856;09910720;09910720;True;351380105000528;351380105000889;False;39,0625;Baixa
31;50282;avenida antonio piranga 700 centro;avenida  antonio piranga 700 centro;avenida antonio piranga 700 centro;avenida  antonio piranga 700 centro;;100,0;-23.686120;-46.617233;-23.686248;-46.618424;122,15363448754529;09911160;09911160;True;351380105000538;351380105000538;True;97,5569273102491;Alta
32;67716;rua nelson rodrigues 191 vl conceicao;rua  nelson rodrigues 191 conceicao;rua nelson rodrigues 191 vila conceicao;rua  nelson rodrigues 191 conceicao;;100,0;-23.692654;-46.618090;-23.692549;-46.617933;19,76294397292548;09911440;09911440;True;351380105000343;351380105000343;True;99,60474112054149;Alta
33;112213;rua santo amaro 92 centro;rua santo amaro 92 centro;rua santo amaro 92 centro;rua santo amaro 92 centro;;100,0;-23.683663;-46.623000;-23.683683;-46.632346;951,7035998150119;09913090;09913090;True;351380105000015;351380105000015;True;90,0;Alta
34;102803;rua coimbra 760 centro;rua  coimbra 70 centro;rua coimbra 760 centro;rua  coimbra 70 centro;;97,67441860465117;-23.697643;-46.629555;-23.692726;-46.630752;560,1735468114827;09910120;09910120;True;351380105000356;351380105000775;False;39,30232558139535;Baixa
35;51832;rua bororos 80 conceicao;rua  bororos 480 conceicao;rua bororos 80 conceicao;rua  bororos 480 conceicao;;97,95918367346938;-23.700026;-46.615349;-23.698266;-46.615158;196,66996154989675;09990270;09990270;True;351380105000331;351380105000329;False;45,45435587104288;Media
36;61402;avenida antonio piranga 556 centro;avenida  antonio piranga 556 centro;avenida antonio piranga 556 centro;avenida  antonio piranga 556 centro;;100,0;-23.686446;-46.620974;-23.686288;-46.618993;202,48423700865007;09990000;09911160;False;351380105000538;351380105000538;True;85,950315259827;Alta
37;21410;rua javari 635 jardim paineiras;rua  javari 635 taboao;rua javari 635 jardim paineiras;rua  javari 635 taboao;"rua  javari 635 taboao (80); rua  javari 0 taboao (69); rua  javari 0 taboao (69); rua  javari 0 taboao (69); rua  javari 0 taboao (69)";80,0;-23.664802;-46.616060;-23.664585;-46.617682;166,94483361508824;09932210;09932210;True;351380105000374;351380105000374;True;90,66110332769824;Alta
38;28001;rua sao jorge 98 centro;rua sao jorge 98 centro;rua sao jorge 98 centro;rua sao jorge 98 centro;;100,0;-23.685945;-46.626031;-23.686088;-46.626424;43,08061037133803;09911070;09911070;True;351380105000002;351380105000002;True;99,13838779257324;Alta
39;61402;antonio piranga 556 centro;avenida  antonio piranga 556 centro;antonio piranga 556 centro;avenida  antonio piranga 556 centro;;100,0;-23.686447;-46.618944;-23.686288;-46.618993;18,37582108211386;09911160;09911160;True;351380105000538;351380105000538;True;99,63248357835772;Alta
40;938;avenida nossa senhora dos navegantes 332 eldorado;avenida nossa senhora dos navegantes 332 eldorado;avenida nossa senhora dos navegantes 332 eldorado;avenida nossa senhora dos navegantes 332 eldorado;;100,0;-23.717740;-46.625165;-23.717684;-46.623864;132,61261659978786;09972260;09972260;True;351380105000987;351380105000510;False;47,347747668004246;Media
